photo,eyebrow_distance,eye_space,nose_length,eyebrow_height,orbicular,eye_nose_width,mouth_width_place,two_axis_proportion,sup_lip,lips_relation,avenger_name
face_6482_1.png,77,25,41,21.0,0.5555555555555556,12.5,0.46153846153846156,1.0,1.0,1.2857142857142858,Nick Fury
face_140742_0.png,23,7,11,8.0,0.625,3.5,0.6666666666666666,1.0555555555555556,8.0,1.1428571428571428,Nick Fury
face_74907_0.png,114,36,48,30.0,0.5714285714285714,18.0,0.45161290322580644,0.8444444444444444,1.3333333333333333,0.7619047619047619,Nick Fury
face_10192_0.png,193,66,81,48.0,0.5319148936170213,9.428571428571429,0.4519230769230769,0.8767123287671232,1.6111111111111112,0.8285714285714286,Nick Fury
face_28497_0.png,219,78,89,61.0,0.546875,6.5,0.6213592233009708,0.8895348837209303,0.9393939393939394,1.1923076923076923,Nick Fury
face_100842_2.png,149,53,57,38.0,0.5405405405405406,53.0,0.5211267605633803,0.8034188034188035,0.7619047619047619,0.7619047619047619,Nick Fury
face_79786_0.png,106,39,45,29.5,0.5806451612903226,13.0,0.543859649122807,0.9047619047619048,1.3846153846153846,1.5,Nick Fury
face_28476_0.png,205,74,85,49.0,0.5882352941176471,12.333333333333334,0.5204081632653061,0.8607594936708861,0.9615384615384616,0.8064516129032258,Nick Fury
face_29470_0.png,186,65,85,53.5,0.47619047619047616,2.6,0.6702127659574468,1.034965034965035,1.625,0.9512195121951219,Nick Fury
face_103726_2.png,135,47,55,33.0,0.6785714285714286,47.0,0.4307692307692308,0.7830188679245284,0.75,0.8,Nick Fury
face_79772_0.png,121,40,43,30.5,0.6551724137931034,10.0,0.4915254237288136,0.7741935483870968,1.9,0.95,Nick Fury
face_100786_2.png,102,33,42,29.0,0.64,33.0,0.5208333333333334,0.8375,0.9230769230769231,0.75,Nick Fury
face_9807_0.png,97,32,43,23.5,0.6,16.0,0.4,0.8513513513513513,0.8181818181818182,1.0,Nick Fury
face_29127_0.png,169,58,83,58.5,0.43283582089552236,1.8125,0.7976190476190477,1.1194029850746268,1.4814814814814814,0.851063829787234,Nick Fury
face_79996_0.png,145,49,68,36.0,0.71875,6.125,0.463768115942029,0.8928571428571429,0.8823529411764706,1.1538461538461537,Nick Fury
face_74928_0.png,143,45,59,42.5,0.5277777777777778,45.0,0.5714285714285714,0.8715596330275229,1.1176470588235294,1.1176470588235294,Nick Fury
face_28448_0.png,208,70,90,54.5,0.5925925925925926,5.384615384615385,0.5510204081632653,0.8888888888888888,0.7419354838709677,0.71875,Nick Fury
face_79758_0.png,103,33,40,25.5,0.6,16.5,0.5434782608695652,0.8333333333333334,1.0833333333333333,1.0,Nick Fury
face_28588_0.png,182,65,84,60.5,0.4626865671641791,2.3214285714285716,0.7362637362637363,1.0863309352517985,1.68,1.0,Nick Fury
face_189994_2.png,74,24,30,14.0,0.5833333333333334,24.0,0.3,0.7368421052631579,0.5,0.3333333333333333,Nick Fury
face_29113_0.png,186,64,84,56.5,0.4225352112676056,2.2857142857142856,0.7802197802197802,1.1071428571428572,1.3666666666666667,0.8723404255319149,Nick Fury
face_103691_2.png,125,46,58,44.0,0.5757575757575758,9.2,0.559322033898305,0.9381443298969072,0.5714285714285714,0.75,Nick Fury
face_108675_0.png,64,21,25,12.5,0.75,21.0,0.34285714285714286,0.7551020408163265,1.0,0.42857142857142855,Nick Fury
face_3339_2.png,96,33,35,19.5,0.7272727272727273,16.5,0.4782608695652174,0.76,1.2,1.0909090909090908,Nick Fury
face_103901_1.png,128,46,51,29.0,0.6071428571428571,46.0,0.45161290322580644,0.7669902912621359,0.6470588235294118,0.6875,Nick Fury
face_189882_0.png,41,14,15,10.5,0.6363636363636364,14.0,0.55,0.8387096774193549,1.2,2.0,Nick Fury
face_29057_0.png,187,66,84,51.5,0.48333333333333334,2.75,0.6521739130434783,1.006993006993007,1.4,0.7446808510638298,Nick Fury
face_51289_0.png,124,42,55,39.0,0.6129032258064516,42.0,0.5254237288135594,0.8958333333333334,1.5833333333333333,0.7037037037037037,Nick Fury
face_3325_2.png,103,34,37,20.5,0.8421052631578947,34.0,0.38,0.691358024691358,0.9,1.0,Nick Fury
face_28525_0.png,218,72,94,56.5,0.5409836065573771,3.4285714285714284,0.580952380952381,0.9064327485380117,0.967741935483871,1.0,Nick Fury
face_74900_0.png,103,34,42,25.5,0.7083333333333334,34.0,0.43636363636363634,0.8048780487804879,1.1818181818181819,1.0833333333333333,Nick Fury
face_13454_0.png,143,50,64,26.0,0.7272727272727273,12.5,0.3492063492063492,0.7889908256880734,0.5714285714285714,0.5,Hawkeye
face_162113_0.png,66,23,24,18.5,0.6666666666666666,7.666666666666667,0.8076923076923077,0.9,2.0,1.4,Hawkeye
face_158704_0.png,95,30,42,18.0,0.6,10.0,0.5555555555555556,0.8493150684931506,1.0,1.1111111111111112,Hawkeye
face_172074_0.png,158,52,70,31.0,0.5757575757575758,6.5,0.4647887323943662,0.8583333333333333,1.3571428571428572,0.8260869565217391,Hawkeye
face_139846_0.png,62,19,27,15.0,0.6,19.0,0.35714285714285715,0.7872340425531915,0.6666666666666666,0.5714285714285714,Hawkeye
face_159551_1.png,45,14,20,8.5,0.4444444444444444,14.0,0.5,0.8529411764705882,0.8,1.0,Hawkeye
face_168280_0.png,46,15,20,9.5,0.5555555555555556,7.5,0.5,0.8285714285714286,0.8,1.0,Hawkeye
face_168245_0.png,45,14,22,11.5,0.8333333333333334,7.0,0.3157894736842105,0.8484848484848485,1.0,0.42857142857142855,Hawkeye
face_10262_0.png,115,36,51,21.5,0.8666666666666667,12.0,0.26785714285714285,0.7586206896551724,0.6666666666666666,0.35294117647058826,Hawkeye
face_21665_1.png,31,10,13,5.5,0.4,10.0,0.4166666666666667,0.8181818181818182,1.5,1.0,Hawkeye
face_159936_0.png,100,31,45,19.0,0.6,7.75,0.3409090909090909,0.7792207792207793,0.6666666666666666,0.5454545454545454,Hawkeye
face_161966_2.png,31,10,11,7.0,0.7142857142857143,10.0,0.5384615384615384,0.782608695652174,1.3333333333333333,2.0,Hawkeye
face_102291_0.png,300,98,132,79.0,0.5254237288135594,3.5,0.49166666666666664,0.8451327433628318,0.9666666666666667,0.7073170731707317,Hawkeye
face_156541_0.png,251,83,101,50.0,0.6938775510204082,11.857142857142858,0.4336283185840708,0.7692307692307693,1.2272727272727273,1.173913043478261,Hawkeye
face_164745_0.png,83,25,35,17.0,0.5,25.0,0.5625,0.8412698412698413,1.0,1.125,Hawkeye
face_168287_0.png,46,16,19,8.5,0.625,8.0,0.4444444444444444,0.7714285714285715,0.6,0.75,Hawkeye
face_162036_1.png,33,11,13,7.0,0.5555555555555556,11.0,0.6,0.8461538461538461,1.25,1.6666666666666667,Hawkeye
face_139713_0.png,61,20,26,12.0,0.5,10.0,0.4444444444444444,0.8260869565217391,0.7142857142857143,0.8333333333333334,Hawkeye
face_164738_0.png,82,25,37,16.5,0.5555555555555556,12.5,0.5806451612903226,0.8870967741935484,0.8,1.1428571428571428,Hawkeye
face_164465_0.png,59,20,25,16.5,0.6470588235294118,20.0,0.6296296296296297,0.8936170212765957,2.4,1.0909090909090908,Hawkeye
face_21679_1.png,29,10,14,7.0,0.42857142857142855,10.0,0.5833333333333334,0.9545454545454546,0.75,1.0,Hawkeye
face_155778_0.png,123,42,59,27.5,0.42857142857142855,3.8181818181818183,0.38181818181818183,0.8791208791208791,21.0,0.8076923076923077,Hawkeye
face_134484_0.png,176,58,90,47.0,0.5348837209302325,3.0526315789473686,0.6056338028169014,1.0,0.72,0.72,Hawkeye
face_162078_0.png,33,11,13,7.5,0.5555555555555556,11.0,0.6428571428571429,0.8148148148148148,0.8,2.0,Hawkeye
face_136696_1.png,124,40,55,26.0,0.5789473684210527,40.0,0.34545454545454546,0.7789473684210526,0.46153846153846156,0.6,Hawkeye
face_168294_0.png,39,13,17,8.5,0.7142857142857143,6.5,0.4666666666666667,0.8,0.75,0.75,Hawkeye
face_175483_0.png,111,34,49,21.0,0.5454545454545454,11.333333333333334,0.5,0.8658536585365854,0.4666666666666667,0.7777777777777778,Hawkeye
face_160160_0.png,97,30,43,19.5,0.6666666666666666,10.0,0.43902439024390244,0.8243243243243243,0.8,1.1428571428571428,Hawkeye
face_162064_2.png,33,11,13,8.0,0.6666666666666666,11.0,0.5625,0.8461538461538461,1.25,1.6666666666666667,Hawkeye
face_10255_0.png,118,38,50,27.0,0.5,38.0,0.4528301886792453,0.8131868131868132,0.8461538461538461,0.7857142857142857,Hawkeye
face_188797_0.png,97,33,42,23.5,0.7647058823529411,16.5,0.3695652173913043,0.7972972972972973,0.7,1.0,Hawkeye
face_188832_0.png,103,34,44,20.5,0.9285714285714286,34.0,0.2978723404255319,0.725,0.75,0.6666666666666666,Hawkeye
face_162001_2.png,32,11,13,7.0,0.75,11.0,0.5714285714285714,0.84,1.6666666666666667,1.6666666666666667,Hawkeye
face_9240_0.png,104,35,42,26.0,0.48484848484848486,35.0,0.717391304347826,0.9615384615384616,1.2,1.6363636363636365,Hawkeye
face_160461_0.png,100,32,43,18.5,0.5882352941176471,32.0,0.4473684210526316,0.8,0.4166666666666667,0.8333333333333334,Hawkeye
face_11060_2.png,78,25,31,21.0,0.5217391304347826,25.0,0.696969696969697,0.9152542372881356,1.3,1.625,Hawkeye
face_140364_0.png,35,12,15,7.0,0.7142857142857143,12.0,0.5,0.8148148148148148,0.75,1.0,Hawkeye
face_186130_0.png,70,22,31,19.5,0.5555555555555556,11.0,0.5454545454545454,0.9423076923076923,1.25,0.9090909090909091,Hawkeye
face_155694_0.png,124,41,59,27.0,0.5454545454545454,3.4166666666666665,0.39285714285714285,0.8709677419354839,10.0,0.6896551724137931,Hawkeye
face_159264_0.png,94,30,45,20.0,0.55,6.0,0.5,0.9154929577464789,0.6666666666666666,1.0,Hawkeye
face_101969_0.png,265,88,120,60.0,0.6,5.866666666666666,0.44642857142857145,0.8292682926829268,0.5151515151515151,0.7083333333333334,Hawkeye
face_136689_1.png,121,38,54,26.0,0.6,38.0,0.36363636363636365,0.8043478260869565,0.42857142857142855,0.6,Hawkeye
face_172333_0.png,295,94,144,84.0,0.6438356164383562,5.529411764705882,0.6134453781512605,0.9644444444444444,0.7804878048780488,0.7804878048780488,Hawkeye
face_172263_0.png,313,99,150,86.5,0.5421686746987951,7.615384615384615,0.6484375,0.9831223628691983,0.9761904761904762,0.8541666666666666,Hawkeye
face_161980_2.png,29,10,12,6.5,0.7142857142857143,10.0,0.5384615384615384,0.8636363636363636,1.3333333333333333,2.0,Hawkeye
face_100499_0.png,75,25,39,17.5,0.6,3.125,0.4838709677419355,0.9473684210526315,0.6666666666666666,0.6666666666666666,Hawkeye
face_164472_0.png,63,21,27,15.5,0.5625,10.5,0.5333333333333333,0.86,1.6666666666666667,1.1111111111111112,Hawkeye
face_155743_0.png,125,40,59,27.5,0.4166666666666667,5.0,0.4444444444444444,0.9120879120879121,5.0,0.7407407407407407,Hawkeye
face_155008_0.png,75,26,32,20.5,0.55,26.0,0.6666666666666666,0.8813559322033898,1.0,1.1111111111111112,Hawkeye
face_188776_0.png,99,33,42,22.0,0.7222222222222222,16.5,0.4090909090909091,0.759493670886076,0.8,1.0,Hawkeye
face_175749_0.png,188,61,82,45.5,0.64,30.5,0.5882352941176471,0.9041095890410958,1.173913043478261,1.588235294117647,Hawkeye
face_9058_0.png,322,102,149,80.5,0.44776119402985076,34.0,0.48201438848920863,0.8605577689243028,0.8611111111111112,0.7380952380952381,Hawkeye
face_172326_0.png,284,93,129,85.0,0.5178571428571429,9.3,0.3835616438356164,0.8447488584474886,2.5,0.7547169811320755,Hawkeye
face_21672_1.png,30,9,14,7.0,0.5,9.0,0.46153846153846156,0.8695652173913043,1.0,0.75,Hawkeye
face_136703_0.png,126,41,55,24.0,0.5,41.0,0.3157894736842105,0.7684210526315789,0.5,0.5454545454545454,Hawkeye
face_172060_0.png,163,53,75,51.0,0.5681818181818182,17.666666666666668,0.6470588235294118,0.9444444444444444,0.9130434782608695,1.0,Hawkeye
face_162029_2.png,33,11,13,7.5,0.5555555555555556,11.0,0.6428571428571429,0.8461538461538461,1.25,1.6666666666666667,Hawkeye
face_106064_0.png,133,43,63,29.5,0.5652173913043478,4.3,0.3484848484848485,0.8269230769230769,0.7692307692307693,0.5,Hawkeye
face_7525_0.png,75,26,32,16.5,0.5555555555555556,6.5,0.5294117647058824,0.8620689655172413,0.6363636363636364,1.1666666666666667,Hawkeye
face_159201_2.png,21,7,13,6.5,0.6666666666666666,1.75,0.6,1.1875,1.0,1.0,Hawkeye
face_152838_0.png,75,27,31,18.5,0.6,6.75,0.7142857142857143,0.9180327868852459,1.2727272727272727,2.3333333333333335,Hawkeye
face_159250_0.png,85,28,42,18.5,0.631578947368421,7.0,0.5277777777777778,0.9104477611940298,0.9,1.0,Hawkeye
face_155008_1.png,60,19,28,13.5,0.5833333333333334,2.7142857142857144,0.4444444444444444,0.8888888888888888,3.0,0.75,Hawkeye
face_159215_0.png,24,8,13,6.5,0.8,2.6666666666666665,0.5555555555555556,0.9473684210526315,0.6666666666666666,0.6666666666666666,Hawkeye
face_188825_0.png,92,33,46,17.0,0.8,33.0,0.3191489361702128,0.8714285714285714,0.6666666666666666,0.75,Hawkeye
face_159950_0.png,100,32,44,19.0,0.6,10.666666666666666,0.3488372093023256,0.7763157894736842,0.6666666666666666,0.5454545454545454,Hawkeye
face_155687_0.png,122,40,57,26.5,0.5416666666666666,4.0,0.4528301886792453,0.8901098901098901,5.0,0.7407407407407407,Hawkeye
face_11088_0.png,85,29,42,22.5,0.5263157894736842,9.666666666666666,0.475,0.8970588235294118,0.7272727272727273,0.5714285714285714,Hawkeye
face_140644_1.png,139,46,55,32.5,0.6216216216216216,3.066666666666667,0.5873015873015873,0.8761904761904762,1.1764705882352942,1.5384615384615385,Hawkeye
face_152859_0.png,90,30,32,19.0,0.6666666666666666,6.0,0.5853658536585366,0.8,1.4,1.75,Hawkeye
face_189308_0.png,227,74,82,48.5,0.6046511627906976,37.0,0.44329896907216493,0.7225433526011561,1.3888888888888888,1.1904761904761905,Hawkeye
face_164731_0.png,91,29,39,16.0,0.5294117647058824,29.0,0.4146341463414634,0.8115942028985508,0.7,0.7777777777777778,Hawkeye
face_159229_0.png,69,23,35,15.5,0.5555555555555556,3.8333333333333335,0.6,0.9814814814814815,0.8,1.0,Hawkeye
face_161973_2.png,30,10,12,6.5,0.7142857142857143,10.0,0.5384615384615384,0.8260869565217391,1.3333333333333333,2.0,Hawkeye
face_10794_0.png,83,27,35,14.5,0.42857142857142855,13.5,0.4117647058823529,0.7903225806451613,0.5555555555555556,0.8333333333333334,Hawkeye
face_155673_0.png,127,43,60,28.5,0.5,4.777777777777778,0.43636363636363634,0.865979381443299,3.0,0.6666666666666666,Hawkeye
face_120400_0.png,90,30,42,22.0,0.56,15.0,0.5952380952380952,0.9571428571428572,0.5625,1.125,Hawkeye
face_120386_0.png,79,26,38,19.0,0.5555555555555556,26.0,0.43902439024390244,0.9180327868852459,0.6363636363636364,0.6363636363636364,Hawkeye
face_156499_0.png,251,83,103,48.5,0.6274509803921569,27.666666666666668,0.45535714285714285,0.7938144329896907,1.125,1.35,Hawkeye
face_162085_1.png,33,11,13,7.5,0.625,11.0,0.6153846153846154,0.8076923076923077,1.0,1.3333333333333333,Hawkeye
face_10808_0.png,84,27,35,14.0,0.5,27.0,0.4117647058823529,0.7903225806451613,0.5555555555555556,0.8333333333333334,Hawkeye
face_140630_1.png,148,49,53,33.5,0.7058823529411765,16.333333333333332,0.5,0.7631578947368421,1.0,1.7,Hawkeye
face_156506_0.png,253,86,101,48.0,0.6,86.0,0.5445544554455446,0.7918781725888325,1.2,1.2,Hawkeye
face_102326_0.png,360,120,151,78.0,0.5238095238095238,4.285714285714286,0.5121951219512195,0.8576642335766423,0.9534883720930233,1.1388888888888888,Hawkeye
face_134470_0.png,175,57,87,38.0,0.5675675675675675,3.5625,0.4868421052631579,0.9612403100775194,0.37037037037037035,0.5555555555555556,Hawkeye
face_162351_0.png,65,21,29,12.5,0.8181818181818182,21.0,0.3793103448275862,0.8,0.8333333333333334,0.8333333333333334,Hawkeye
face_10801_0.png,81,25,32,14.5,0.6,25.0,0.2631578947368421,0.7,0.6666666666666666,0.3333333333333333,Hawkeye
face_7518_0.png,69,22,30,16.0,0.47368421052631576,7.333333333333333,0.6129032258064516,0.9423076923076923,0.7272727272727273,1.6,Hawkeye
face_159257_0.png,88,28,45,19.5,0.5714285714285714,4.666666666666667,0.5384615384615384,0.9705882352941176,1.1,0.8461538461538461,Hawkeye
face_172249_0.png,288,91,140,71.5,0.6557377049180327,13.0,0.5,0.9178082191780822,0.6052631578947368,0.8518518518518519,Hawkeye
face_100506_0.png,79,26,39,19.0,0.5555555555555556,3.25,0.5454545454545454,0.95,0.6363636363636364,1.0,Hawkeye
face_162071_2.png,33,11,14,8.0,0.75,11.0,0.5333333333333333,0.8461538461538461,1.6666666666666667,2.5,Hawkeye
face_51184_0.png,39,13,17,8.0,0.5,13.0,0.5333333333333333,0.8620689655172413,1.0,1.3333333333333333,Hawkeye
face_52220_0.png,134,43,68,27.0,0.6470588235294118,43.0,0.2833333333333333,0.8095238095238095,0.8888888888888888,0.4,Hawkeye
face_176001_0.png,73,24,32,16.5,0.4666666666666667,4.0,0.4838709677419355,0.8545454545454545,1.1428571428571428,1.0,Hawkeye
face_155001_0.png,67,20,29,13.0,0.5833333333333334,5.0,0.42857142857142855,0.82,0.7142857142857143,0.625,Hawkeye
face_175980_0.png,83,27,36,15.0,0.5833333333333334,27.0,0.375,0.7741935483870968,0.5,0.5714285714285714,Hawkeye
face_6468_1.png,61,20,25,12.0,0.4666666666666667,20.0,0.6,0.8695652173913043,0.5,1.25,Hawkeye
face_159236_0.png,77,25,38,16.5,0.6666666666666666,5.0,0.5806451612903226,0.9333333333333333,0.8,0.7272727272727273,Hawkeye
face_172319_0.png,278,88,122,75.0,0.44,5.5,0.7894736842105263,0.9248826291079812,1.6785714285714286,1.6206896551724137,Hawkeye
face_176015_0.png,57,20,27,14.5,0.6,6.666666666666667,0.37037037037037035,0.8222222222222222,1.5,0.6666666666666666,Hawkeye
face_140462_1.png,26,8,15,8.0,1.0,2.6666666666666665,0.35714285714285715,1.0,0.6666666666666666,0.5,Hawkeye
face_51198_0.png,37,13,17,8.0,0.5,13.0,0.5714285714285714,0.8620689655172413,1.0,1.3333333333333333,Hawkeye
face_188804_0.png,102,34,43,24.0,0.8666666666666667,11.333333333333334,0.32608695652173914,0.725,0.6666666666666666,0.8571428571428571,Hawkeye
face_186144_0.png,78,25,30,17.0,0.5,25.0,0.4375,0.7586206896551724,1.8,0.6923076923076923,Hawkeye
face_21658_0.png,31,10,15,7.0,0.5,10.0,0.5,0.9130434782608695,1.0,0.75,Hawkeye
face_188818_0.png,108,36,44,21.5,0.8666666666666667,18.0,0.3191489361702128,0.7195121951219512,0.6666666666666666,0.8571428571428571,Hawkeye
face_175644_0.png,116,39,53,25.0,0.7037037037037037,5.571428571428571,0.54,0.898876404494382,0.6875,1.5714285714285714,Hawkeye
face_11095_0.png,91,32,44,26.5,0.56,16.0,0.6097560975609756,0.9452054794520548,0.9230769230769231,1.3333333333333333,Hawkeye
face_140476_0.png,29,9,16,7.5,0.375,3.0,0.6666666666666666,1.1428571428571428,1.6666666666666667,1.0,Hawkeye
face_161959_1.png,29,9,11,6.5,0.5,9.0,0.6153846153846154,0.8260869565217391,1.6666666666666667,1.6666666666666667,Hawkeye
face_161448_0.png,71,23,33,18.5,0.7368421052631579,1.6428571428571428,0.6333333333333333,0.9629629629629629,0.9,1.2857142857142858,Hawkeye
face_9030_0.png,324,100,150,80.0,0.5,10.0,0.35374149659863946,0.8278688524590164,1.08,0.42857142857142855,Hawkeye
face_172067_0.png,158,53,68,31.5,0.5294117647058824,6.625,0.5,0.8429752066115702,1.4285714285714286,1.0,Hawkeye
face_155680_0.png,122,40,59,28.0,0.41379310344827586,6.666666666666667,0.5272727272727272,0.967032967032967,1.9,0.6785714285714286,Hawkeye
face_102368_0.png,368,129,151,77.5,0.5135135135135135,4.961538461538462,0.4111111111111111,0.7894736842105263,0.8974358974358975,0.6363636363636364,Hawkeye
face_152005_0.png,155,47,67,30.5,0.6666666666666666,3.357142857142857,0.43548387096774194,0.8392857142857143,1.7,0.7727272727272727,Hawkeye
face_159271_0.png,90,30,46,23.0,0.65,4.285714285714286,0.5,0.9850746268656716,0.8181818181818182,0.6,Hawkeye
face_101983_0.png,288,90,125,63.0,0.6326530612244898,9.0,0.4152542372881356,0.7909090909090909,0.6333333333333333,0.7916666666666666,Hawkeye
face_162043_2.png,33,11,14,7.5,0.75,11.0,0.6153846153846154,0.8461538461538461,1.6666666666666667,1.6666666666666667,Hawkeye
face_159544_2.png,45,15,20,7.5,0.625,15.0,0.42105263157894735,0.8,1.0,1.3333333333333333,Hawkeye
face_140658_0.png,148,50,57,36.0,0.6666666666666666,3.5714285714285716,0.5294117647058824,0.8157894736842105,1.25,1.6666666666666667,Hawkeye
face_155757_0.png,116,41,58,25.5,0.45454545454545453,3.1538461538461537,0.41509433962264153,0.898876404494382,22.0,0.7333333333333333,Hawkeye
face_162050_2.png,33,11,13,8.0,0.5555555555555556,11.0,0.6428571428571429,0.88,1.25,1.6666666666666667,Hawkeye
face_120393_0.png,93,31,44,24.5,0.5769230769230769,31.0,0.6046511627906976,0.958904109589041,0.625,1.25,Hawkeye
face_164479_0.png,62,21,28,14.5,0.5714285714285714,21.0,0.4827586206896552,0.875,1.0,0.7777777777777778,Hawkeye
face_139867_0.png,60,19,28,13.0,0.5,19.0,0.37037037037037035,0.8260869565217391,0.6666666666666666,0.5,Hawkeye
face_162057_2.png,34,11,13,8.0,0.6666666666666666,11.0,0.6428571428571429,0.8148148148148148,1.25,1.6666666666666667,Hawkeye
face_176008_0.png,64,22,30,16.0,0.5714285714285714,3.6666666666666665,0.4827586206896552,0.8979591836734694,1.8,1.0,Hawkeye
face_156527_0.png,244,83,100,51.5,0.7017543859649122,9.222222222222221,0.5327102803738317,0.8134715025906736,0.8387096774193549,1.2380952380952381,Hawkeye
face_186200_3.png,70,22,31,17.5,0.46153846153846156,22.0,0.40625,0.8148148148148148,3.3333333333333335,0.7142857142857143,Hawkeye
face_152852_0.png,88,30,32,19.5,0.7391304347826086,6.0,0.5609756097560976,0.8088235294117647,1.5555555555555556,1.75,Hawkeye
face_156513_0.png,253,85,103,48.5,0.6470588235294118,28.333333333333332,0.4594594594594595,0.7897435897435897,1.04,1.04,Hawkeye
face_11270_1.png,63,21,28,16.5,0.5263157894736842,5.25,0.6551724137931034,0.9791666666666666,1.375,1.8333333333333333,Hawkeye
face_175973_0.png,84,26,37,14.5,0.75,5.2,0.2222222222222222,0.7258064516129032,3.0,0.5454545454545454,Hawkeye
face_164717_0.png,97,32,47,21.0,0.8235294117647058,6.4,0.3695652173913043,0.8311688311688312,0.5454545454545454,0.8571428571428571,Hawkeye
face_172270_0.png,317,108,158,86.5,0.5783132530120482,6.352941176470588,0.6194029850746269,0.9525691699604744,0.8043478260869565,0.9024390243902439,Hawkeye
face_176022_0.png,53,18,25,14.0,0.5833333333333334,2.5714285714285716,0.5217391304347826,0.925,5.0,1.0,Hawkeye
face_156520_0.png,249,83,99,49.0,0.6304347826086957,83.0,0.42592592592592593,0.7591623036649214,0.9166666666666666,1.2222222222222223,Hawkeye
